Index,Company,sector,annual_return_log,Std,Skewness,Kurtosis
310,MTD,Health Care,0.3318947787811913,0.42343576983044756,-0.198662222,3.3637860343635957
311,MGM,Consumer Discretionary,-0.056855445,1.0035802204221551,-0.964252707,10.466974167254698
312,MCHP,Information Technology,0.2659942392944285,0.6368399206129468,-0.630122208,6.474488352608638
313,MU,Information Technology,0.2039841410942951,0.5931670060603356,-0.825529493,5.780074959647898
314,MSFT,Information Technology,0.3257003557869169,0.4560894561494523,-0.403692777,6.193191608388604
315,MAA,Real Estate,-0.069112167,0.48694327419075334,-1.2840604,8.501351506637485
316,MHK,Consumer Discretionary,-0.036747777,0.7788414534593155,-0.708080174,6.894885357728368
317,TAP,Consumer Staples,-0.244392617,0.48025968545187425,-0.207555854,1.8200564785537567
318,MDLZ,Consumer Staples,0.057821744623915816,0.3531484770321175,-0.019077134,8.230954940360153
319,MNST,Consumer Staples,0.3078179070591425,0.3706947294014821,0.114537508417504,2.9136528585638484
320,MCO,Financials,0.10374596602444967,0.5214334561862587,-0.179093615,6.628243586681238
321,MS,Financials,0.2435793359657508,0.5885863027259247,0.07201027094164594,7.034927815808965
322,MOS,Materials,0.1131437406585511,0.8266066217569001,-0.971888466,7.150971538639389
323,MSI,Information Technology,-0.058067433,0.45689673787835366,-0.480377436,3.851908782081357
324,MSCI,Financials,0.4961640192480431,0.5370245772222434,-0.038768051,4.897609453179847
325,NDAQ,Financials,0.18747054004600347,0.4380467762402218,-0.020146561,5.707250319556049
326,NOV,Energy,-0.596191747,0.9181022467444387,-0.532054825,6.404898757831576
327,NTAP,Information Technology,0.0982992405580634,0.5381191245781529,-0.117372717,2.161423744324331
328,NFLX,Communication Services,0.487150595496102,0.4747994901777983,-0.202436049,2.0813097350425416
329,NWL,Consumer Discretionary,0.09047351191940917,0.5903916345870039,-0.172006547,4.747797117836609
330,NEM,Materials,0.37150653305499,0.47410357237875084,0.23406854127409832,4.180356868184171
331,NWSA,Communication Services,0.2284094813253352,0.5087417297040772,0.09680354776707144,2.363783669242406
332,NWS,Communication Services,0.19148313592653524,0.5210911361839229,-0.248746187,3.5990411397441635
333,NEE,Utilities,0.19832301136436978,0.4321636230630511,-0.225828683,6.748159934983816
334,NLSN,Industrials,-0.059365278,0.6004595081722509,-0.076254552,1.9374952729795423
335,NKE,Consumer Discretionary,0.3593394622646329,0.4314426926074423,-0.177528338,6.5785252698367
336,NI,Utilities,-0.297273615,0.4692789935806155,-0.703608066,10.693708836494421
337,NSC,Industrials,0.1485896572460185,0.4971565510339543,-0.24446425,7.070649242331669
338,NTRS,Financials,-0.153013784,0.5440611559399747,-0.064917473,8.616275584172072
339,NOC,Industrials,-0.243941333,0.40662791233297935,0.2851356156923446,5.079282229272323
340,NLOK,Information Technology,0.30723133951074605,0.3859148853788581,0.14371346933440007,2.6237611309110207
341,NCLH,Consumer Discretionary,-0.926753105,1.3881973164275758,-0.622235469,4.905161406734474
342,NRG,Utilities,-0.112200724,0.49539660734572444,-0.286919098,5.851031355988647
343,NUE,Materials,0.06655110312101438,0.5175994131361477,-0.585140496,4.5059276265362325
344,NVDA,Information Technology,0.8276586513797676,0.6027238758759116,-0.605251049,4.7400361062768575
345,NVR,Consumer Discretionary,0.08958785516867425,0.6308640217163747,-0.26070082,9.212518705802387
346,ORLY,Consumer Discretionary,0.02091911007856772,0.44091286820377856,-0.975139107,9.837525041
347,OXY,Energy,-0.965543683,1.236457660380884,-3.190017668,32.84308398184882
348,ODFL,Industrials,0.40413299563596455,0.4320595416221007,0.03960971573604571,3.473250715345217
349,OMC,Communication Services,-0.259113343,0.5043101439287924,0.19873724652202077,2.409679170849272
350,OKE,Energy,-0.59401406,1.0304685269247207,-2.228853821,16.068871446145444
351,ORCL,Information Technology,0.19025169932809433,0.41521610307468176,0.9504649305612168,14.2687567792996
352,PCAR,Industrials,0.13557175776986272,0.3719345380240496,0.6349592256660948,5.719598460541521
353,PKG,Materials,0.2868690821910878,0.4677731761869876,0.35005199814588733,3.5294501762701547
354,PH,Industrials,0.3418835432321797,0.6253899282367059,-0.613139187,5.199249026045022
355,PAYX,Information Technology,0.12990134933402256,0.5066297504257897,-0.998096141,12.888441058505443
356,PAYC,Information Technology,0.42715270915718695,0.6710529166173885,-0.211777546,2.310821139875584
357,PYPL,Information Technology,0.7772046846938541,0.5399945896294026,-0.11578917,4.65139503681565
358,PNR,Industrials,0.14274021607126805,0.5056374896743885,-0.746133819,8.838218428961628
359,PBCT,Financials,-0.182559835,0.6525685168765957,0.7607442132557168,3.2460902551258632
360,PEP,Consumer Staples,0.05690692736641261,0.3802402092551459,-0.516816623,11.056944240045063
361,PKI,Health Care,0.3562621358799738,0.392183194571196,-0.751948545,2.952295039883266
362,PRGO,Health Care,-0.301329887,0.47005380729553675,-0.567567023,6.042755208192245
363,PFE,Health Care,0.01384837147016149,0.3698390465131375,-0.097911278,2.645474304698266
364,PM,Consumer Staples,-0.008038709,0.41123599288006385,-1.071548194,6.673387309624692
365,PSX,Energy,-0.406835832,0.7201741073006908,0.1153604716822913,2.9836380750942526
366,PNW,Utilities,-0.183272632,0.46476395235390555,-0.960253533,9.292571831106427
367,PXD,Energy,-0.286730293,0.8541324291496485,-2.402535331,23.06660202837985
368,PNC,Financials,-0.016030393,0.5987006495192516,-0.259670278,3.6997218208891125
369,POOL,Consumer Discretionary,0.5504538078744915,0.5025006265904158,-1.922325179,10.379297071867299
370,PPG,Materials,0.18190680956025984,0.45447093672484357,-0.75518902,4.690969438985166
371,PPL,Utilities,-0.268197146,0.48846189442763405,-0.304385033,4.752807484242231
372,PFG,Financials,-0.115596794,0.6797327981088973,-0.143773483,5.277062547616843
373,PG,Consumer Staples,0.11929289506523141,0.33595989137639715,0.11784084374713853,7.265986784556905
374,PGR,Financials,0.270462130611693,0.3806380868715112,0.14450777077966806,3.7770229339789534
375,PLD,Real Estate,0.04568407224226908,0.482663503770886,-0.850377425,7.975481650682751
376,PRU,Financials,-0.180772512,0.7080079811548399,-0.647562332,6.105397143767263
377,PEG,Utilities,-0.022731607,0.420990038880171,-0.214548331,3.5399792471446796
378,PSA,Real Estate,0.06916303277959446,0.3818064576880708,-0.958815559,4.313577769748764
379,PHM,Consumer Discretionary,0.07620058179382687,0.6905915495514543,-0.473922424,7.1405580420720725
380,PVH,Consumer Discretionary,-0.039602156,0.9246181712019934,0.13672628006215556,3.435254892392148
381,QRVO,Information Technology,0.36325059145333066,0.5914737565653369,-0.267889456,3.595107888385197
382,PWR,Industrials,0.5492214156696159,0.5071887410216198,-0.230231791,3.9538307557554795
383,QCOM,Information Technology,0.501505432017672,0.5433173334996505,-0.074091258,4.40340404494039
384,DGX,Health Care,0.14405428576028523,0.42971415822621445,-0.220333997,4.350917824398029
385,RL,Consumer Discretionary,-0.164202315,0.6447204187805116,0.09233812416899143,2.5489285724497295
386,RJF,Financials,-0.014958972,0.5932122026209908,0.2976835629357817,3.187052770888683
387,RTX,Industrials,-0.329611372,0.5976925375391949,-0.093153249,3.727864240054508
388,O,Real Estate,-0.246320997,0.6297626044564572,-2.44947095,19.093624178950964
389,REG,Real Estate,-0.322850764,0.713901429956552,0.5450573461995314,12.23094047027368
390,REGN,Health Care,0.3372263145458539,0.44059200971835755,0.22619404340174362,1.6101967313658951
391,RF,Financials,0.0034382752520478814,0.7380383295937447,-0.549164079,3.7605334666467636
392,RSG,Industrials,0.030978447612444334,0.3650966636859653,-1.193535437,8.58177279077165
393,RMD,Health Care,0.3061427642925102,0.5099055090251503,-0.719564765,8.68470206484263
394,RHI,Industrials,0.013971716924859606,0.5295527849047224,0.6614346277539437,5.068067442497011
395,ROK,Industrials,0.2501392623194362,0.5115647149661755,-0.590830065,9.727965337363385
396,ROL,Industrials,0.5647648782896724,0.3892701497592293,-0.646124098,4.596333140114723
397,ROP,Industrials,0.11509252651220665,0.42541666562502567,-0.624892362,5.0780766645051845
398,ROST,Consumer Discretionary,-0.005617097,0.59892317816674,-0.409870146,7.815584111909805
399,RCL,Consumer Discretionary,-0.639763354,1.1935214149744984,-0.536635248,4.458954650045334
400,SPGI,Financials,0.09032472252607586,0.4856861722012013,-0.563016743,6.720790271688154
401,CRM,Information Technology,0.21679977351392957,0.5381230280216363,0.6313733532100265,11.40641000270686
402,SBAC,Real Estate,0.09108845638074818,0.43801991055881573,0.40128984018625374,2.3397005207099415
403,SLB,Energy,-0.536289998,0.818746875192515,-0.91484777,6.992327695977352
404,STX,Information Technology,0.10691343764890585,0.4489796088706151,-1.03877381,7.59841942521412
405,SEE,Materials,0.1854306532043762,0.5566681093988265,0.23568866763106136,11.50675844989206
406,SRE,Utilities,-0.199075878,0.49568551800446714,-1.181290689,9.415647021337314
407,NOW,Information Technology,0.6124626490535116,0.5152525973115964,0.03493256077104686,1.1791904385355068
408,SHW,Materials,0.23200212573775492,0.4484985470128007,-1.196757403,14.62876827409075
409,SPG,Real Estate,-0.56684036,0.9630003413317147,-0.536088545,5.76687197193044
410,SWKS,Information Technology,0.20311676502534318,0.5813206297211905,-0.305576781,5.273149342948612
411,SLG,Real Estate,-0.454724593,0.8218844202385895,0.6432587703556025,6.8245458846529505
412,SNA,Industrials,0.03331791623602807,0.5054900044740913,0.028503444174990265,1.9626961935878349
413,SO,Utilities,-0.097138417,0.47334273372720853,0.4200620370256126,8.360244359085522
414,LUV,Industrials,-0.162482284,0.6499977729359836,-0.222354129,2.2444300438613194
415,SWK,Industrials,0.08876425234077177,0.6485540083222219,-0.487822408,8.928723667755047
416,SBUX,Consumer Discretionary,0.13759677729782166,0.4730276605643969,-0.378475459,7.9960410477329855
417,STT,Financials,-0.132385141,0.6084003913504831,-0.184931885,7.1955406327571065
418,STE,Health Care,0.2037380997066082,0.3991610641276266,-0.402749259,5.380729388429026
419,SYK,Health Care,0.10938558978046005,0.5115839289238245,-0.487315532,4.879585581614427
420,SIVB,Financials,0.3908778327521095,0.6672752934686456,-0.243583851,2.8378535844556136
421,SYF,Financials,-0.03260405,0.7924210085404088,-1.051354514,7.171194662332523
422,SNPS,Information Technology,0.546095965429867,0.44207262652113993,-0.49600987,4.367502080017888
423,SYY,Consumer Staples,-0.118264923,0.727903559313899,-0.414261122,6.581199328005868
424,TMUS,Communication Services,0.4976640314110233,0.4226917546311634,-0.100394418,5.408588276948452
425,TROW,Financials,0.1575754873493899,0.49822911384758034,-0.130471114,6.677266946502922
426,TTWO,Communication Services,0.47021577165923417,0.4374096799508628,-0.779032371,3.478818352459408
427,TPR,Consumer Discretionary,0.055185355149921525,0.8630999788605453,-0.888773904,8.97400396069759
428,TGT,Consumer Discretionary,0.46679633438795387,0.3801453759321932,-0.065151864,8.393988714200892
429,TEL,Information Technology,0.19431107051985008,0.4991956795961123,-0.957432332,5.958933169370175
430,FTI,Energy,-0.790841956,0.9548690041146403,-0.487940459,4.378436238158653
431,TDY,Industrials,-0.013014296,0.5417374924390974,-1.938214533,15.72183924144679
432,TFX,Health Care,0.04575728611712341,0.4643944573230684,-0.18597725,4.53723967908619
433,TER,Information Technology,0.5615059619709306,0.5480472303719226,-0.185675961,1.9977718505334785
434,TXN,Information Technology,0.2612397704542333,0.44648327434356144,-0.031175002,3.699898564825447
435,TXT,Industrials,0.03971796431339046,0.7016075927528596,-0.272201585,2.8206817768588337
436,TMO,Health Care,0.3460144805825012,0.3867774961470607,-0.299708067,2.4808167449404595
437,TIF,Consumer Discretionary,-0.004171489,0.2613136953408524,0.31804327395565196,27.555197043154774
438,TJX,Consumer Discretionary,0.08499015815878937,0.5417537987872716,-0.993914556,9.726043496827824
439,TSCO,Consumer Discretionary,0.5160021850279546,0.41027815952409863,-0.811925498,6.142171757274575
440,TT,Industrials,0.375570921833595,0.4650554779730454,-0.317573269,3.308708591025109
441,TDG,Industrials,-0.077908773,0.7356250531239089,-0.480364125,7.338229940553795
442,TRV,Financials,0.0061659100496056825,0.5165400637596649,-1.973292129,13.842112800601981
443,TFC,Financials,-0.164632369,0.6932645140446095,-0.413178661,3.926273830463539
444,TWTR,Communication Services,0.5090437402017792,0.6539140232686449,-1.243341798,7.452653831553299
445,TYL,Information Technology,0.366253474338093,0.36440483423677267,0.17674961703680664,2.58813105149901
446,TSN,Consumer Staples,-0.315151211,0.5064730889074789,0.42450656704723816,9.220964811190068
447,UDR,Real Estate,-0.254009645,0.5321994607058123,-0.403652804,5.605269875290412
448,ULTA,Consumer Discretionary,-0.01872979,0.6710300264066877,-0.118631895,10.181057682400645
449,USB,Financials,-0.162430826,0.6062169849206246,-0.0521042,3.558702743094525
450,UAA,Consumer Discretionary,-0.164804108,0.7274281147640458,-0.887589381,2.6337953458217793
451,UA,Consumer Discretionary,-0.19539684,0.6977054412291417,-0.888654239,2.5313707281653244
452,UNP,Industrials,0.13681714339850268,0.4383326046060132,-0.84191564,7.509628616373263
453,UAL,Industrials,-0.724622329,1.086082643987734,-0.498364065,4.7417356096537935
454,UNH,Health Care,0.13667271734831588,0.49987392493413185,-0.598225902,7.954225005256895
455,UPS,Industrials,0.45411593010666385,0.4231648481902086,0.5044996703157425,4.38278046545595
456,URI,Industrials,0.42257118740200106,0.706930422582904,-0.274158805,3.3400109777463456
457,UHS,Health Care,-0.071924362,0.6893253269382483,-0.471618539,8.47095500628204
458,UNM,Financials,-0.261344927,0.8365916322915524,-0.594160096,4.653132693154779
459,VLO,Energy,-0.486254594,0.8187897787630924,0.3936649015067345,5.072570133147904
460,VAR,Health Care,0.1782830467741361,0.47817065871274766,1.0522815605532065,10.347772621938342
461,VTR,Real Estate,-0.154971708,0.9061298070783425,-1.468007972,10.508748908549553
462,VRSN,Information Technology,0.00045380840715602845,0.4113222893473674,0.12549806172637173,6.131300330834085
463,VRSK,Industrials,0.25451635693370933,0.3988130338931515,-0.152599641,6.703459462342616
464,VZ,Communication Services,0.019198097892742755,0.2531048816897573,0.46800901941767536,5.019617257044436
465,VRTX,Health Care,0.005808303210653226,0.487467117705393,-1.74264599,13.769030271565974
466,VFC,Consumer Discretionary,-0.083483707,0.599526592316059,-0.187635194,2.012685856098302
467,VTRS,Health Care,-0.245625793,0.47468868734936476,0.21354248917338878,2.118594706545437
468,V,Information Technology,0.014331423814922067,0.44098749625587136,-0.058653456,6.097363424110325
469,VNO,Real Estate,-0.618680158,0.7345612394067474,-0.346474358,7.659545990563956
470,VMC,Materials,0.035947892916403386,0.5565743248485321,-0.580604638,6.566913711124991
471,WRB,Financials,-0.063431373,0.508884732654436,-0.438166083,5.088712461769607
472,WAB,Industrials,-0.08259054,0.5755639333089841,-0.712602193,4.858858914015349
473,WMT,Consumer Staples,0.26998950099187263,0.3229684332032001,0.8488171178103574,7.861693616773403
474,WBA,Consumer Staples,-0.260322673,0.4985184509999758,-0.049812688,2.228564955541067
475,DIS,Communication Services,0.18962825143230627,0.5042818622493432,0.266900831050458,4.823622495452334
476,WM,Industrials,-0.019722057,0.3625385759631482,-0.633721811,6.4376495571028975
477,WAT,Health Care,0.015774472270123473,0.4126458437848345,0.42390259453121126,3.6958742064515198
478,WEC,Utilities,-0.063143981,0.450521397974569,-1.331279609,14.360995021635397
479,WFC,Financials,-0.503571055,0.634029440033106,-0.172129827,3.0539589372777547
480,WELL,Real Estate,-0.317566678,0.7846355426748243,-0.521990764,7.530227384816785
481,WST,Health Care,0.6030269459260696,0.4054952153116746,0.1562721539532857,3.019771423439014
482,WDC,Information Technology,-0.288348752,0.7089276026742649,-0.972701666,4.861661694701069
483,WU,Information Technology,-0.191630819,0.448162907147502,0.06283265424698241,2.1985313820680963
484,WRK,Materials,0.09165566032665773,0.6915641529268587,-0.386532797,3.2987569450229
485,WY,Real Estate,0.10318927813141411,0.7282880087343909,-0.772161725,8.939620261789894
486,WHR,Consumer Discretionary,0.2609652507867633,0.6405339684656692,0.11590936367184038,10.946098180350551
487,WMB,Energy,-0.025371628,0.6743554243876655,-0.950305471,10.303574171246561
488,WLTW,Financials,0.02376849992347899,0.42111249356671077,0.15050171147027344,5.658095355566749
489,WYNN,Consumer Discretionary,-0.25022789,0.8948277121627315,-0.320987867,4.732951374632136
490,XEL,Utilities,0.005911109458716424,0.40800731558146547,-0.708226502,7.743843371773041
491,XRX,Information Technology,-0.47084344,0.6889315382043236,-0.916763443,3.539151654205682
492,XLNX,Information Technology,0.4039671989327491,0.5018612381025872,0.3544566187752561,2.326237960392315
493,XYL,Industrials,0.2325221040300098,0.478689890927036,-0.18680937,2.8991406478253694
494,YUM,Consumer Discretionary,0.05379499116900867,0.44712526668144614,1.2853094077620562,14.61831618510963
495,ZBRA,Information Technology,0.42721534515093695,0.5155686960158128,-0.525272258,4.439917847184718
496,ZBH,Health Care,0.003836829002487336,0.5166658196632304,0.23744764471732369,3.579970593569578
497,ZION,Financials,-0.13896748,0.6117866127765123,0.6049640774311916,3.947995110625441
498,ZTS,Health Care,0.13894965687894661,0.4075755183484746,-0.618024748,8.821926422045916
